GeoRegion,id,Operators,Domicile,Country,EconRegion,Growth_1Yr,Growth_2Yrs,Growth_3Yrs,Growth_4Yrs,Growth_5Yrs,Growth_10Yrs,entrytime,Admin,Demographics,Economic,Financial,Geographic,Global_Connected,Knowledge,Political,Brand_Val,Enterprise_Val,BV_div_EV,Brand_Rat_3cat,Nos_Countries,Large_Govt_Share,Major_Share,Operato_Age,Multinational,Nos_Empl,HHI,Pop_mill,GDPcap,HDI,PopDen,Urbanization,GINI_Index,Econ_Glob,Social_Glob,Political_Glob,Overall_Glob,GII_Input,GII_Output,GII_Overall,PR,CL,Ethnic_Frac,Linguistic_Frac,Religious_Frac,Power_Distance,Individualism,Masculinity,UA,Longtrem,Indulgence_Restraint,G3,opertype
2,33,Telia,Sweden,Estonia,1,2.96,2.29,1.86,1.53,.,.,1.29,26.977,2.013,6.009,2.338,0.6881,3.61,3.843,17.1704,2.18,41.17,0.05,2,8,1,37.3,15,0,29.734,3.591,1.301,18.88,0.833,31.482,68.223,31.4,86.8,73.23,72.15,77.75,54.86,43.5,49.18,1,1,0.506,0.494,0.499,40,60,30,60,82.12,16.29,0,1
5,34,Tigo (Millicom),Luxembourg,Tanzania,4,0.96,0.8,0.7,0.65,.,.,10.5,21.264,8.558,44.27,12.087,6.8032,8.968,3.244,17.6429,1.05,9.39,11,2,11,0,37.2,25,1,17.985,4.1,34.458,0.68,0.391,38.584,22.309,40.28,38.82,18.38,55.17,35.78,30.45,31.93,26.88,4,3,0.735,0.898,0.633,64,27,41,52,34.01,38.39,1,1
5,34,Tigo (Millicom),Luxembourg,Chad,4,.,.,.,.,.,.,14.01,3.498,10.476,41.628,.,4.0399,.,3.228,4.7322,1.05,9.39,11,2,11,0,37.2,25,1,17.985,6.184,8.461,3.83,0.3,6.625,21.637,39.8,28.31,13.73,35.18,24.82,30.63,14.23,22.43,7,6,0.83,0.833,0.792,.,.,.,.,.,.,1,1
5,34,Tigo (Millicom),Luxembourg,Rwanda,4,0.84,0.78,0.69,0.62,0.56,.,9.25,17.851,11.344,44.71,.,6.1972,3.344,.,5.463,1.05,9.39,11,2,11,0,37.2,25,1,17.985,10,8.578,0.99,0.332,325.322,14.926,51.34,31.31,24.02,67.15,38.5,34.73,17,25.86,6,6,0.324,0,0.507,.,.,.,.,18.39,37.28,1,1
5,34,Tigo (Millicom),Luxembourg,Ghana,3,0.97,0.8,0.71,0.63,0.57,.,7,9.001,7.399,34.509,11.368,4.7098,2.569,3.258,4.8649,1.05,9.39,11,2,11,0,37.2,25,1,17.985,4.03,19.059,1.36,0.485,83.233,43.929,42.2,51.69,28.37,84.23,52.05,39.84,25.12,32.48,1,2,0.673,0.673,0.799,77,20,46,54,3.53,72.32,1,1
4,34,Tigo (Millicom),Luxembourg,Guatemala,3,0.99,0.67,0.51,0.46,0.41,.,8,6.496,8.377,40.655,.,9.1599,2.346,3.223,7.2636,1.05,9.39,11,2,11,0,37.2,25,1,17.985,3.444,11.342,5.53,0.546,108.723,45.127,54.9,57.47,43.13,77.7,57.75,33.18,25.49,29.33,4,4,0.512,0.459,0.375,95,6,37,101,.,.,1,1
4,34,Tigo (Millicom),Luxembourg,Colombia,2,1.96,1.35,1.11,0.95,0.84,.,7.5,7.298,5.957,42.517,11.139,8.83,2.365,3.265,6.3944,1.05,9.39,11,2,11,0,37.2,25,1,17.985,4.93,40.228,7.64,0.653,36.416,72.075,55.9,49.64,46.88,79.63,56.89,38.72,25.92,32.32,3,4,0.601,0.019,0.148,67,13,64,80,13.1,83.04,1,1
4,34,Tigo (Millicom),Luxembourg,El Salvador,3,0.92,0.59,0.44,0.35,0.34,.,8,7.337,10.018,37.71,10.689,9.208,2.55,3.229,7.3261,1.05,9.39,11,2,11,0,37.2,25,1,17.985,3.583,5.972,5.19,0.615,283.187,58.912,45.93,63.93,52.99,77.57,63.65,34.6,23.67,29.14,2,3,0.198,0,0.356,66,19,40,94,19.65,88.84,1,1
4,34,Tigo (Millicom),Luxembourg,Paraguay,2,0.95,0.73,0.6,0.56,0.52,.,8,10.286,6.426,37.978,8.263,10.2688,2.67,3.235,6.9099,1.05,9.39,11,2,11,0,37.2,25,1,17.985,4.648,5.405,4.56,0.624,13.347,55.331,49.67,57.83,45.82,76.18,58.45,34.45,27.9,31.17,3,3,0.169,0.598,0.212,.,.,.,.,.,.,1,1
4,34,Tigo (Millicom),Luxembourg,Honduras,3,0.72,0.44,0.39,0.36,0.35,.,8,7.104,9.533,33.346,.,8.9397,2.469,3.224,7.5164,1.05,9.39,11,2,11,0,37.2,25,1,17.985,10,6.3,3.06,0.557,58.31,45.458,51.56,65.44,44.58,69.24,58.79,33.08,22.53,27.81,4,4,0.187,0.055,0.236,80,20,40,50,.,.,1,1
4,34,Tigo (Millicom),Luxembourg,Bolivia,3,1,0.97,0.88,0.79,0.73,.,8,6.732,5.888,41.986,11.183,10.1707,2.167,3.235,6.3518,1.05,9.39,11,2,11,0,37.2,25,1,17.985,4.907,8.582,3.35,0.607,7.698,61.834,49.7,55.95,34.24,76.98,53.73,30.37,20.51,25.44,3,3,0.74,0.224,0.209,.,.,.,.,.,.,1,1
5,34,Tigo (Millicom),Luxembourg,Senegal,4,0.9,.,.,.,.,.,13.26,5.505,6.713,39.659,.,4.3823,2.532,3.275,4.3783,1.05,9.39,11,2,11,0,37.2,25,1,17.985,5.599,9.99,1.73,0.381,51.338,40.345,40.29,47.05,34.16,87.18,53.35,30.73,24.38,27.56,2,3,0.694,0.708,0.15,77,20,46,54,9,78,1,1
5,34,Tigo (Millicom),Luxembourg,Rwanda,4,.,.,.,.,.,.,5.3,17.851,6.401,43.63,.,6.1972,11.956,.,5.2865,1.05,9.39,11,2,11,0,37.2,25,1,17.985,6.305,10.683,1.14,0.454,404.436,22.988,51.34,31.31,24.02,67.15,38.5,34.73,17,25.86,6,6,0.324,0,0.507,.,.,.,.,18.39,37.28,0,1
4,34,Tigo (Millicom),Luxembourg,Honduras,3,.,.,.,.,.,.,5.05,7.104,5.147,35.537,.,8.9397,8.503,2.428,16.588,1.05,9.39,11,2,11,0,37.2,25,1,17.985,4.888,7.546,3.69,0.606,71.812,51.07,51.56,65.44,44.58,69.24,58.79,33.08,22.53,27.81,4,4,0.187,0.055,0.236,80,20,40,50,.,.,0,1
4,34,Tigo (Millicom),Luxembourg,Colombia,2,0.53,.,.,.,.,.,4.05,7.298,3.451,45.486,10.108,8.83,4.639,2.413,16.588,1.05,9.39,11,2,11,0,37.2,25,1,17.985,5.267,46.124,11.13,0.695,40.934,74.749,55.9,49.64,46.88,79.63,56.89,38.72,25.92,32.32,3,4,0.601,0.019,0.148,67,13,64,80,13.1,83.04,0,1
4,34,Tigo (Millicom),Luxembourg,Bolivia,3,.,.,.,.,.,.,4.8,6.732,4.605,44.246,13.02,10.1707,7.527,2.421,9.5727,1.05,9.39,11,2,11,0,37.2,25,1,17.985,3.444,10.075,3.78,0.643,9.008,65.991,49.7,55.95,34.24,76.98,53.73,30.37,20.51,25.44,3,3,0.74,0.224,0.209,.,.,.,.,.,.,0,1
4,34,Tigo (Millicom),Luxembourg,Guatemala,3,.,.,.,.,.,.,5.55,6.496,6.632,41.862,.,9.1599,8.788,2.427,16.588,1.05,9.39,11,2,11,0,37.2,25,1,17.985,3.799,14.165,6.09,0.602,133.597,48.884,54.9,58.49,43.48,81.94,59.41,33.18,25.49,29.33,4,4,0.512,0.459,0.375,95,6,37,101,.,.,0,1
5,34,Tigo (Millicom),Luxembourg,Chad,4,.,.,.,.,.,.,4.8,3.498,13.227,46.03,.,4.0399,.,2.428,6.0337,1.05,9.39,11,2,11,0,37.2,25,1,17.985,4.885,11.546,3.34,0.36,9.135,21.934,42.5,38.99,19.75,61.32,38.04,30.63,14.23,22.43,7,6,0.83,0.833,0.792,.,.,.,.,.,.,0,1
5,34,Tigo (Millicom),Luxembourg,Tanzania,4,.,.,.,.,.,.,5.55,21.264,7.615,41.832,.,6.8032,12.623,2.426,9.8931,1.05,9.39,11,2,11,0,37.2,25,1,17.985,2.987,44.307,0.92,0.488,50.422,27.439,40.28,40.06,18.99,56.63,36.85,30.45,31.93,26.88,4,3,0.735,0.898,0.633,64,27,41,52,34.01,38.39,0,1
1,35,Turkcell,Turkey,Cyprus,1,1.37,1.24,1.01,0.82,0.69,.,8.25,14.582,1.052,3.084,30.032,0.4795,7.207,0.001,16.3566,1.62,11.43,0.14,2,3,0,37.03,24,1,7.789,5.305,0.952,5.19,0.8,102.087,68.648,31.1,88.07,77.35,59.05,76.11,52.38,40.52,46.45,1,1,0.094,0.396,0.396,.,.,.,.,52,69.87,1,0
2,35,Turkcell,Turkey,Belarus,2,0.69,0.21,0.27,0.26,0.24,.,9.25,23.754,5.942,10.917,1.634,2.7478,4.279,3.913,17.5993,1.62,11.43,0.14,2,3,0,37.03,24,1,7.789,10,9.951,12.19,0.681,49.199,69.973,28.3,39.33,58.11,38.71,46.09,37.72,28.13,32.93,7,6,0.322,0.467,0.612,.,.,.,.,80.86,14.96,1,0
2,35,Turkcell,Turkey,Ukraine,3,.,.,.,.,.,.,14.75,15.635,7.646,3.671,0.106,1.1387,0.825,0.002,31,1.62,11.43,0.14,2,3,0,37.03,24,1,7.789,4.232,48.839,5.64,0.673,84.881,67.145,28.93,51.46,57.46,79.21,61.33,39.59,30.42,35.01,4,3,0.474,0.474,0.616,92,25,27,95,55,18,1,0
1,36,Unitel,Mongolia,Laos,3,0.98,0.78,0.67,0.58,.,.,10.25,4.541,5.008,1.025,.,3.1172,4.295,.,.,0.09,.,.,1,2,0,30,11,0,1,10,5.429,1.78,0.55,23.091,21.977,37.89,47.62,24.35,37.04,29.78,44.76,30.28,37.52,7,6,0.514,0.638,0.545,67,20,37,47,44.46,40.29,1,0
1,36,Unitel,Mongolia,Mongolia,3,0.85,0.74,0.65,0.58,0.52,.,9,0,0,0,0,0,0,0,0,0.09,.,.,1,2,0,30,11,0,1,6.131,2.409,2.01,0.588,1.543,57.133,33.08,69,28.98,68.83,54.18,42.31,24.49,33.4,1,2,0.368,0.373,0.08,.,.,.,.,.,.,1,0
5,37,Vodacom,South Africa,South Africa,2,1.44,1.17,.,.,.,.,3.05,0,0,0,0,0,0,0,0,2.37,13.09,18,2,2,0,65,24,1,7.643,4.145,51.171,10.48,0.63,41.428,61.687,63.01,65.17,46.41,85.66,63.89,46.37,24.07,35.22,2,2,0.752,0.865,0.86,49,65,63,49,.,.,0,0
5,37,Vodacom,South Africa,Lesotho,3,.,.,.,.,.,.,5.05,0.579,2.108,15.052,.,0.4406,1.988,.,20.8782,2.37,13.09,18,2,2,0,65,24,1,7.643,7.697,1.999,2.33,0.464,66.509,24.259,54.18,57.97,27.83,34.94,40.49,34.84,16.54,25.69,3,3,0.255,0.254,0.721,.,.,.,.,.,.,0,0
2,38,Vodafone,United Kingdom,United Kingdom,1,1.68,1.15,0.97,0.84,0.73,0.4,3.75,0,0,0,0,0,0,0,0,29,178.6,0.16,3,29,0,31,26,1,84.99,2.529,59.068,27.03,0.866,243.428,78.651,33.5,87.01,87.38,96.06,89.64,63.66,48.27,55.96,1,1,0.121,0.053,0.694,35,89,66,35,51.13,69.42,1,1
2,38,Vodafone,United Kingdom,Ireland,1,1.35,0.86,0.68,0.57,0.47,0.29,4,2.804,3.144,6.534,2.164,0.4125,4.63,2.775,6.7846,29,178.6,0.16,3,29,0,31,26,1,84.99,5.213,3.835,31.39,0.857,55.236,59.146,33.6,95.71,76.26,87.36,86.23,65.53,42.67,54.1,1,1,0.121,0.031,0.155,28,70,68,35,24.43,64.96,1,1
2,38,Vodafone,United Kingdom,Italy,1,1.47,0.99,0.81,0.67,0.56,0.31,3.75,10.175,0.886,0.175,2.728,1.6507,1.725,3.38,6.7721,29,178.6,0.16,3,29,0,31,26,1,84.99,4.162,57.093,27.14,0.828,193.608,67.222,34.3,73.85,78.49,94.5,81.26,47.88,33.49,40.69,1,1,0.115,0.115,0.303,50,76,70,75,61.46,29.69,1,1
5,38,Vodafone,United Kingdom,Uganda,4,.,.,.,.,.,.,14.5,1.169,10.691,6.803,9.124,6.6699,.,11.283,9.2903,29,178.6,0.16,3,29,0,31,26,1,84.99,8.105,24.682,1.09,0.396,120.311,12.082,44.2,48.66,22.76,71.86,45.49,29.86,22.87,26.37,5,4,0.93,0.923,0.633,64,27,41,52,23.68,52.46,1,1
5,38,Vodafone,United Kingdom,Tanzania,4,0.99,0.85,0.74,0.68,0.62,.,6.25,15.113,10.464,7.044,8.809,7.5174,8.695,11.295,12.5237,29,178.6,0.16,3,29,0,31,26,1,84.99,4.1,34.458,0.68,0.391,38.584,22.309,40.28,38.82,18.38,55.17,35.78,30.45,31.93,26.88,4,3,0.735,0.898,0.633,64,27,41,52,34.01,38.39,1,1
1,38,Vodafone,United Kingdom,India,3,1.05,0.87,0.97,0.83,.,.,10.5,7.863,10.37,7.458,5.931,7.5188,5.539,11.085,11.1801,29,178.6,0.16,3,29,0,31,26,1,84.99,1.706,1050.881,2.69,0.494,354.182,27.667,35.15,42.23,29.66,90.67,50.94,36.47,32.56,34.52,2,3,0.418,0.807,0.326,77,48,56,40,50.88,26.12,1,1
5,38,Vodafone,United Kingdom,Ghana,3,1.07,0.98,0.89,.,.,.,11,6.649,9.248,10.212,7.765,5.1211,6.756,11.231,8.578,29,178.6,0.16,3,29,0,31,26,1,84.99,4.03,19.059,1.36,0.485,83.233,43.929,42.2,51.69,28.37,84.23,52.05,39.84,25.12,32.48,1,2,0.673,0.673,0.799,77,20,46,54,3.53,72.32,1,1
2,38,Vodafone,United Kingdom,Netherlands,1,1.5,1.39,1.07,0.89,0.76,0.43,3.5,6.763,2.269,2.503,0.238,0.5422,3.894,0.207,6.8929,29,178.6,0.16,3,29,0,31,26,1,84.99,3.158,15.905,31.93,0.878,471.727,76.795,30.74,94.12,88.43,91.17,91.2,60.42,52.2,56.31,1,1,0.105,0.514,0.722,38,80,14,53,67,68.3,1,1
2,38,Vodafone,United Kingdom,Czech Republic,1,0.74,0.6,0.5,0.42,0.36,.,8.5,25.11,3.143,6.993,6.03,1.2883,5.69,.,6.6941,29,178.6,0.16,3,29,0,31,26,1,84.99,4.401,10.241,8.82,0.821,132.717,73.988,27.5,85.09,79.89,84.7,83.06,53.11,41.49,47.3,1,1,0.322,0.323,0.659,57,58,57,74,70.03,29.46,1,1
2,38,Vodafone,United Kingdom,Germany,1,1.89,1.36,1.06,0.89,0.77,0.45,3.5,13.348,0.616,0.092,3.911,0.8158,0.272,4.37,6.7911,29,178.6,0.16,3,29,0,31,26,1,84.99,3.448,83.548,29.05,0.86,235.597,73.067,28.5,83.28,84.73,89.05,85.41,59.04,50.74,54.89,1,1,0.168,0.164,0.657,35,67,66,65,82.87,40.4,1,1
3,38,Vodafone,United Kingdom,Fiji,2,0.75,0.82,0.78,0.76,0.65,0.29,8.25,6.701,10.888,10.923,5.062,16.0231,5.689,11.014,10.7485,29,178.6,0.16,3,29,0,31,26,1,84.99,10,0.813,5.78,0.683,44.402,47.908,42.78,47.59,50.1,66.56,53.75,36.96,18.87,27.92,6,4,0.548,0.548,0.568,78,14,46,48,.,.,1,1
5,38,Vodafone,United Kingdom,Egypt,3,1.05,0.96,0.89,0.79,0.71,.,6.75,11.303,6.619,6.771,5.293,3.9816,7.92,10.731,10.0879,29,178.6,0.16,3,29,0,31,26,1,84.99,5.055,66.67,4.69,0.612,70.226,42.797,31.1,46.9,46.13,93.23,59.39,35.08,23.34,29.21,6,5,0.184,0.024,0.198,80,38,53,68,6.8,4.24,1,1
2,38,Vodafone,United Kingdom,Spain,1,2.61,1.96,1.56,1.25,1.02,0.52,3.5,6.089,1.117,0.716,1.911,1.5658,5.365,3.159,13.9438,29,178.6,0.16,3,29,0,31,26,1,84.99,4.212,40.52,24.95,0.825,81.298,76.262,33.38,80.62,83.4,91.44,84.63,52.43,35.19,43.81,1,1,0.417,0.413,0.451,57,51,42,86,47.61,43.53,1,1
5,38,Vodafone,United Kingdom,South Africa,2,1.56,1.14,1,0.85,0.73,0.47,4.5,6.635,19.276,6.291,0.383,9.5738,3.057,9.976,21.3432,29,178.6,0.16,3,29,0,31,26,1,84.99,5.236,45.18,8.44,0.629,37.01,56.891,64.79,64.88,44.77,83.53,62.6,46.37,24.07,35.22,2,2,0.752,0.865,0.86,49,65,63,49,.,.,1,1
1,38,Vodafone,United Kingdom,Cyprus,1,1.09,0.88,0.69,0.57,0.49,.,9,7.846,4.205,3.018,23.779,3.4354,5.707,9.58,6.635,29,178.6,0.16,3,29,0,31,26,1,84.99,5.305,0.952,5.19,0.8,102.087,68.648,31.1,88.07,77.35,59.05,76.11,52.38,40.52,46.45,1,1,0.094,0.396,0.396,.,.,.,.,52,69.87,1,1
2,38,Vodafone,United Kingdom,Romania,2,0.91,0.86,0.75,0.64,0.56,0.34,4.75,.,3.449,6.423,41.996,2.1104,7.127,10.101,9.0642,29,178.6,0.16,3,29,0,31,26,1,84.99,4.775,22.349,6.15,0.708,97.701,53.004,30.04,59.68,53.14,88.59,65.24,41.8,31.86,36.83,2,2,0.307,0.172,0.237,90,30,42,90,51.89,19.87,1,1
2,38,Vodafone,United Kingdom,Hungary,1,1.07,0.93,0.8,0.69,0.61,.,6,6.911,2.839,9.955,5.979,1.7321,4.976,5.543,6.7693,29,178.6,0.16,3,29,0,31,26,1,84.99,4.538,10.21,13.03,0.769,113.936,64.575,34.7,87.55,79.75,89.33,85.16,51.04,45.2,48.12,1,2,0.152,0.03,0.524,46,80,88,82,58.19,31.47,1,1
2,38,Vodafone,United Kingdom,Ukraine,3,0.56,0.46,0.4,0.33,0.22,.,7.25,15.968,7.186,11.174,8.157,2.3962,7.966,10.024,21.3432,29,178.6,0.16,3,29,0,31,26,1,84.99,4.232,48.839,5.64,0.673,84.881,67.145,28.93,51.46,57.46,79.21,61.33,39.59,30.42,35.01,4,3,0.474,0.474,0.616,92,25,27,95,55,18,1,1
2,38,Vodafone,United Kingdom,Albania,2,0.6,0.47,0.36,0.32,.,.,10.5,19.908,6.24,6.542,.,2.1818,15.646,11.319,7.0896,29,178.6,0.16,3,29,0,31,26,1,84.99,10,3.296,3.18,0.662,112.738,41.741,31.5,29.02,36.02,59.5,40.01,40.51,20.43,30.47,3,3,0.22,0.04,0.472,90,20,80,70,61.46,14.51,1,1
3,38,Vodafone,United Kingdom,Australia,1,1.35,0.9,0.74,0.61,0.53,0.28,2.75,8.937,1.992,0.135,3.131,15.3109,3.005,0.106,16.7627,29,178.6,0.16,3,29,0,31,26,1,84.99,3.473,19.373,30.24,0.899,2.493,87.165,34.01,73.95,84.97,89.05,82.18,62.81,36.89,49.85,1,1,0.093,0.335,0.821,38,90,61,51,21.16,71.43,1,1
3,38,Vodafone,United Kingdom,Australia,1,0.55,0.63,.,.,.,.,5.25,8.937,1.992,0.135,3.131,15.3109,3.005,0.106,16.7627,29,178.6,0.16,3,29,0,31,26,1,84.99,3.473,19.373,30.24,0.899,2.493,87.165,34.01,73.95,84.97,89.05,82.18,62.81,36.89,49.85,1,1,0.093,0.335,0.821,38,90,61,51,21.16,71.43,1,1
5,38,Vodafone,United Kingdom,Lesotho,3,0.96,0.75,0.66,0.64,0.61,.,7.75,6.242,16.477,41.764,.,9.749,10.216,.,9.0578,29,178.6,0.16,3,29,0,31,26,1,84.99,10,1.864,1.77,0.443,61.551,19.548,54.18,57.97,27.83,34.94,40.49,34.84,16.54,25.69,3,3,0.255,0.254,0.721,.,.,.,.,.,.,1,1
2,38,Vodafone,United Kingdom,Malta,1,0.34,0.2,0.17,0.17,0.21,.,6.25,15.303,4.463,11.719,4.453,2.3951,4.088,10.17,6.6359,29,178.6,0.16,3,29,0,31,26,1,84.99,7.005,0.408,19.44,0.783,1219.022,92.368,27.4,92.16,77.47,47.77,74.5,55.27,56.98,56.13,1,1,0.041,0.091,0.122,56,59,47,96,47.1,65.63,1,1
1,38,Vodafone,United Kingdom,Qatar,1,0.99,0.72,0.59,0.5,0.41,.,9,3.953,34.224,.,6.637,5.373,.,10.56,8.2438,29,178.6,0.16,3,29,0,31,26,1,84.99,10,0.603,61.39,0.809,51.014,96.311,41.1,79.17,65.9,62.45,69.66,51.71,43.77,47.74,6,5,0.746,0.48,0.095,80,38,53,68,23,34,1,1
2,38,Vodafone,United Kingdom,Portugal,1,1.42,0.87,0.72,0.61,0.59,0.34,3.75,5.808,1.268,1.897,5.728,1.6764,3.113,6.544,5.8054,29,178.6,0.16,3,29,0,31,26,1,84.99,3.602,10.328,19.61,0.782,112.458,54.399,38.9,84.03,84.79,91.82,86.46,50.32,34.47,42.4,1,1,0.047,0.02,0.144,63,27,31,104,28.21,33.26,1,1
3,38,Vodafone,United Kingdom,Solomon Islands,3,0.79,0.6,0.49,.,.,.,11.25,6.58,8.83,7.033,.,14.6426,4.583,11.085,10.9011,29,178.6,0.16,3,29,0,31,26,1,84.99,10,0.418,1.32,0.442,14.741,15.813,48,64.14,25.46,23.36,24.56,35.75,34.02,34.89,3,3,0.157,0.466,0.628,.,.,.,.,.,.,1,1
5,38,Vodafone,United Kingdom,Mozambique,4,0.93,0.77,0.72,0.68,0.62,.,9.5,18.147,13.41,7.166,.,8.7843,4.441,.,8.785,29,178.6,0.16,3,29,0,31,26,1,84.99,10,18.531,1.25,0.298,22.976,29.098,45.6,48.39,28.14,64.47,45.35,31.67,20.99,26.33,4,4,0.693,0.813,0.676,77,20,46,54,9,78,1,1
3,38,Vodafone,United Kingdom,New Zealand,1,0.81,0.64,0.54,0.46,0.4,.,5,6.687,1.921,0.93,6.256,18.5617,4.249,0.206,16.7003,29,178.6,0.16,3,29,0,31,26,1,84.99,5.205,3.882,21.44,0.868,14.651,85.677,33,83.1,75.14,77.14,78.52,60.97,46.61,53.79,1,1,0.397,0.166,0.811,22,79,58,49,32.75,74.55,1,1
2,38,Vodafone,United Kingdom,Iceland,1,2.22,1.43,1.05,0.85,0.72,.,7.25,97.355,2.007,1.47,29.576,1.5129,2.319,1.686,21.3432,29,178.6,0.16,3,29,0,31,26,1,84.99,5.757,0.283,31.49,0.854,2.805,92.401,28.7,75.08,71.11,72.32,72.85,62.48,47.72,55.1,1,1,0.08,0.082,0.191,30,60,10,50,28,66.74,1,1
2,38,Vodafone,United Kingdom,Greece,1,2.28,1.55,1.16,0.95,0.79,0.42,4,46.223,0.68,1.874,3.188,2.462,3.7,4.695,21.3432,29,178.6,0.16,3,29,0,31,26,1,84.99,3.391,11,20.71,0.801,83.831,72.716,33.6,75.14,80.76,89.11,81.07,42.48,25.89,34.18,1,2,0.158,0.03,0.153,60,35,57,112,45.34,49.55,1,1
2,38,Vodafone,United Kingdom,United Kingdom,1,1.48,.,.,.,.,.,3.8,0,0,0,0,0,0,0,0,29,178.6,0.16,3,29,0,31,26,1,84.99,2.249,61.884,32.18,0.895,257.414,81.031,34.67,85.47,87.58,94.95,88.87,63.66,48.27,55.96,1,1,0.121,0.053,0.694,35,89,66,35,51.13,69.42,0,1
2,38,Vodafone,United Kingdom,Ireland,1,2.28,.,.,.,.,.,4.05,2.804,2.453,4.068,3.947,0.4125,1.532,0.183,6.5824,29,178.6,0.16,3,29,0,31,26,1,84.99,3.23,4.439,41.62,0.907,65.835,61.569,32.7,93.98,92.4,90.16,92.34,65.53,42.67,54.1,1,1,0.121,0.031,0.155,28,70,68,35,24.43,64.96,0,1
2,38,Vodafone,United Kingdom,Italy,1,2.47,1.95,.,.,.,.,3.3,10.175,0.781,0.406,4.494,1.6507,1.866,1.117,6.591,29,178.6,0.16,3,29,0,31,26,1,84.99,2.894,60.365,28.82,0.869,200.909,68.209,33.5,73.18,78.99,98.41,82.28,47.88,33.49,40.69,1,1,0.115,0.115,0.303,50,76,70,75,61.46,29.69,0,1
1,38,Vodafone,United Kingdom,India,3,.,.,.,.,.,.,6.3,7.863,9.695,6.515,8.19,7.5188,9.869,7.296,19.9399,29,178.6,0.16,3,29,0,31,26,1,84.99,1.533,1197.881,3.83,0.569,408.407,30.587,35.15,42.23,29.66,90.67,50.94,36.47,32.56,34.52,2,3,0.418,0.807,0.326,77,48,56,40,50.88,26.12,0,1
2,38,Vodafone,United Kingdom,Netherlands,1,0.69,.,.,.,.,.,3.8,6.763,0.44,1.896,1.295,0.5422,1.61,0.36,7.5134,29,178.6,0.16,3,29,0,31,26,1,84.99,3.841,16.588,34.39,0.906,490.08,86.242,28.38,91.9,89.43,93.23,91.35,60.42,52.2,56.31,1,1,0.105,0.514,0.722,38,80,14,53,67,68.3,0,1
2,38,Vodafone,United Kingdom,Czech Republic,1,1.09,.,.,.,.,.,4.05,25.11,2.104,4.652,7.778,1.2883,2.228,.,8.5687,29,178.6,0.16,3,29,0,31,26,1,84.99,3.475,10.52,23.07,0.859,135.197,73.324,26.2,84.31,82.17,86.4,84.1,53.11,41.49,47.3,1,1,0.322,0.323,0.659,57,58,57,74,70.03,29.46,0,1
2,38,Vodafone,United Kingdom,Germany,1,1.67,1.51,1.29,1.23,.,.,1.05,13.348,1.683,0.221,3.472,0.8158,0.188,2.843,6.6434,29,178.6,0.16,3,29,0,31,26,1,84.99,2.829,83.1,31.31,0.907,234.94,74.093,31.2,78.65,85.6,91.87,84.86,59.04,50.74,54.89,1,1,0.168,0.164,0.657,35,67,66,65,82.87,40.4,0,1
3,38,Vodafone,United Kingdom,Fiji,2,0.54,.,.,.,.,.,4.05,6.701,7.996,8.368,5.8,16.0231,2.228,6.844,.,29,178.6,0.16,3,29,0,31,26,1,84.99,7.352,0.857,5.82,0.706,46.632,51.44,42.78,47.59,50.1,66.56,53.75,36.96,18.87,27.92,6,4,0.548,0.548,0.568,78,14,46,48,.,.,0,1
2,38,Vodafone,United Kingdom,Spain,1,1.3,0.96,.,.,.,.,5.55,6.089,0.15,0.864,1.955,1.5658,1.718,0.998,15.9958,29,178.6,0.16,3,29,0,31,26,1,84.99,3.319,45.968,31.45,0.86,92.975,78.21,35.39,77.1,83.44,96.2,84.71,52.43,35.19,43.81,1,1,0.417,0.413,0.451,57,51,42,86,47.61,43.53,0,1
1,38,Vodafone,United Kingdom,Cyprus,1,.,.,.,.,.,.,6.05,7.846,2.916,1.755,13.41,3.4354,4.772,4.166,8.4552,29,178.6,0.16,3,29,0,31,26,1,84.99,4.023,1.097,5.59,0.853,118.839,67.695,32.1,88.62,92.06,78.61,87.13,52.38,40.52,46.45,1,1,0.094,0.396,0.396,.,.,.,.,52,69.87,0,1
5,38,Vodafone,United Kingdom,Uganda,4,.,.,.,.,.,.,6.05,1.169,9.227,7.638,11.622,6.6699,8.144,7.564,8.9079,29,178.6,0.16,3,29,0,31,26,1,84.99,2.909,33.426,1.17,0.473,164.015,14.189,44.2,48.66,22.76,71.86,45.49,29.86,22.87,26.37,5,4,0.93,0.923,0.633,64,27,41,52,23.68,52.46,0,1
2,38,Vodafone,United Kingdom,Romania,2,1.2,0.9,.,.,.,.,3.05,22.954,3.434,5.266,14.039,2.1104,4.676,6.195,13.8518,29,178.6,0.16,3,29,0,31,26,1,84.99,3.058,21.887,9.31,0.797,88.531,53.698,28.2,66.77,69.84,90.33,74.4,41.8,31.86,36.83,2,2,0.307,0.172,0.237,90,30,42,90,51.89,19.87,0,1
2,38,Vodafone,United Kingdom,Hungary,1,.,.,.,.,.,.,5.05,6.911,3.042,8.136,6.535,1.7321,2.573,3.248,8.6867,29,178.6,0.16,3,29,0,31,26,1,84.99,3.592,10.023,17.19,0.817,110.711,68.366,27,89,81.72,91.47,86.99,51.04,45.2,48.12,1,2,0.152,0.03,0.524,46,80,88,82,58.19,31.47,0,1
