GeoRegion,id,Operators,Domicile,Country,EconRegion,Growth_1Yr,Growth_2Yrs,Growth_3Yrs,Growth_4Yrs,Growth_5Yrs,Growth_10Yrs,entrytime,Admin,Demographics,Economic,Financial,Geographic,Global_Connected,Knowledge,Political,Brand_Val,Enterprise_Val,BV_div_EV,Brand_Rat_3cat,Nos_Countries,Large_Govt_Share,Major_Share,Operato_Age,Multinational,Nos_Empl,HHI,Pop_mill,GDPcap,HDI,PopDen,Urbanization,GINI_Index,Econ_Glob,Social_Glob,Political_Glob,Overall_Glob,GII_Input,GII_Output,GII_Overall,PR,CL,Ethnic_Frac,Linguistic_Frac,Religious_Frac,Power_Distance,Individualism,Masculinity,UA,Longtrem,Indulgence_Restraint,G3,opertype
5,13,Econet Wireless,Zimbabwe,Burundi,4,1,0.89,.,.,.,.,11,12.489,5.228,2.312,.,1.8369,.,.,5.4489,0.19,.,.,1,3,0,44.18,25,1,0.848,6.907,6.757,0.71,0.268,249.249,8.246,40,26.26,18.98,32.87,25.39,30.63,14.23,22.43,5,5,0.295,0.298,0.516,77,20,46,54,9,78,1,0
5,13,Econet Wireless,Zimbabwe,Zimbabwe,4,4.1,2.32,1.69,1.34,1.11,.,9,0,0,0,0,0,0,0,0,0.19,.,.,1,3,0,44.18,25,1,0.848,3.572,12.545,4.53,0.427,31.594,33.758,43.15,39.41,30.43,70.2,44.58,26.82,20.26,23.54,5,6,0.387,0.447,0.736,64,27,41,52,15.37,27.68,1,0
2,14,Elisa,Finland,Estonia,1,0.93,0.78,0.7,0.66,0.62,.,6.25,123.458,2.406,10.123,15.33,0.5566,0.798,7.46,5.3444,0.54,4.69,0.11,2,2,0,2.67,135,0,4.715,4.219,1.361,10.4,0.781,32.956,69.368,33.5,89.73,71.3,65.76,76.32,54.86,43.5,49.18,1,1,0.506,0.494,0.499,40,60,30,60,82.12,16.29,1,1
2,14,Elisa,Finland,Finland,1,0.59,0.57,0.47,0.45,0.45,.,5.5,0,0,0,0,0,0,0,0,0.54,4.69,0.11,2,2,0,2.67,135,0,4.715,5.242,5.182,26.4,0.856,16.994,82.183,27.9,86.97,84.9,93.33,87.96,55.61,50.29,57.5,1,1,0.132,0.141,0.253,33,63,26,59,38.29,57.37,1,1
2,14,Elisa,Finland,Finland,1,2.07,1.74,1.41,1.19,.,.,1.05,0,0,0,0,0,0,0,0,0.54,4.69,0.11,2,2,0,2.67,135,0,4.715,3.31,5.356,32.49,0.874,17.568,83.429,27.5,82,84.19,90.25,85.08,55.61,50.29,57.5,1,1,0.132,0.141,0.253,33,63,26,59,38.29,57.37,0,1
2,14,Elisa,Finland,Estonia,1,1.35,1.14,.,.,.,.,3.55,123.458,1.137,5.46,0.357,0.5566,0.284,6.759,9.4081,0.54,4.69,0.11,2,2,0,2.67,135,0,4.715,3.591,1.301,18.88,0.833,31.482,68.223,31.4,86.8,73.23,72.15,77.75,54.86,43.5,49.18,1,1,0.506,0.494,0.499,40,60,30,60,82.12,16.29,0,1
4,14,Entel,Chile,Chile,1,0.38,0.38,0.6,0.64,0.64,.,6.25,0,0,0,0,0,0,0,0,0.48,3.98,0.12,1,3,0,54.8,54,0,12.605,3.034,15.547,9.46,0.761,20.527,86.073,48.2,83.22,53.95,86.03,73.19,48.09,29.6,38.84,1,1,0.186,0.187,0.384,63,23,28,86,30.98,68,1,0
4,14,Entel,Chile,Peru,2,0.86,1.12,0.88,0.81,0.76,.,9.25,3.116,0.416,0.287,1.039,2.2863,1.566,0.101,21.0961,0.48,3.98,0.12,1,3,0,54.8,54,0,12.605,5.293,26.186,4.98,0.677,20.246,73.042,47.96,74.14,43.41,84.1,65.54,39.06,21.63,30.34,2,3,0.657,0.336,0.199,64,16,42,87,25.19,46.21,1,0
4,14,Entel,Chile,Bolivia,3,0.75,0.6,0.48,0.39,.,.,10.75,2.892,2.254,0.394,0.932,1.5708,1.516,0.101,19.6468,0.48,3.98,0.12,1,3,0,54.8,54,0,12.605,4.907,8.582,3.35,0.607,7.698,61.834,49.7,55.95,34.24,76.98,53.73,30.37,20.51,25.44,3,3,0.74,0.224,0.209,.,.,.,.,.,.,1,0
4,14,Entel,Chile,Chile,1,1.5,.,.,.,.,.,4.3,0,0,0,0,0,0,0,0,0.48,3.98,0.12,1,3,0,54.8,54,0,12.605,3.578,17.071,11.83,0.815,22.634,88.375,49,82.08,53.01,88.94,73.24,48.09,29.6,38.84,1,1,0.186,0.187,0.384,63,23,28,86,30.98,68,0,0
4,14,Entel,Chile,Peru,2,.,.,.,.,.,.,5.05,3.116,0.703,0.306,2.293,2.2863,0.641,0.204,28.6,0.48,3.98,0.12,1,3,0,54.8,54,0,12.605,4.731,29.099,6.4,0.708,22.657,76.552,47.96,74.14,43.41,84.1,65.54,39.06,21.63,30.34,2,3,0.657,0.336,0.199,64,16,42,87,25.19,46.21,0,0
4,14,Entel,Chile,Bolivia,3,0.91,0.77,.,.,.,.,3.05,2.892,2.667,1.022,3.453,1.5708,2.747,0.208,21.5708,0.48,3.98,0.12,1,3,0,54.8,54,0,12.605,3.444,10.075,3.78,0.643,9.008,65.991,49.7,55.95,34.24,76.98,53.73,30.37,20.51,25.44,3,3,0.74,0.224,0.209,.,.,.,.,.,.,0,0
1,15,Etisalat,UAE,Sri Lanka,3,1.2,1,0.85,0.72,0.64,.,6.5,1.846,8.624,10.856,0.021,3.4474,.,0.039,11.9283,2.61,19.95,0.13,2,16,1,60.03,42,0,39.508,2.825,18.942,4.6,0.686,297.48,18.443,40.25,46.93,39.29,72.99,51.3,33.2,27.53,30.36,5,4,0.415,0.465,0.485,80,35,10,45,45,15.25,1,1
5,15,Etisalat,UAE,Nigeria,3,0.86,0.71,0.62,.,.,.,12.26,1.248,22.549,12.528,0.425,5.1129,.,0.042,5.9501,2.61,19.95,0.13,2,16,1,60.03,42,0,39.508,10,124.441,1.28,0.445,134.339,34.84,42.97,52,19.82,87.95,50.03,27.72,28.58,28.15,4,4,0.851,0.832,0.742,77,20,46,54,12.85,83.93,1,1
5,15,Etisalat,UAE,Egypt,3,1.1,0.87,1.01,1.06,1,.,6.75,2.421,21.195,10.657,0.232,2.4309,.,0.014,6.7295,2.61,19.95,0.13,2,16,1,60.03,42,0,39.508,5.055,66.67,4.69,0.612,70.226,42.797,31.1,46.9,46.13,93.23,59.39,35.08,23.34,29.21,6,5,0.184,0.024,0.198,80,38,53,68,6.8,4.24,1,1
1,15,Etisalat,UAE,Afghanistan,4,0.52,0.41,0.36,.,.,.,11.5,0.673,30.603,.,.,1.4686,.,0.048,10.0401,2.61,19.95,0.13,2,16,1,60.03,42,0,39.508,10,20.972,0.33,0.34,30.778,21.282,27.8,34.5,16.49,43.73,30.4,23.03,16.25,19.64,6,6,0.769,0.614,0.272,21,55,89,50,36,20,1,1
1,15,Etisalat,UAE,United Arab Emirates,1,0.92,0.77,0.69,0.68,0.61,0.38,3.5,0,0,0,0,0,0,0,0,2.61,19.95,0.13,2,16,1,60.03,42,0,39.508,10,3.079,38.6,0.798,37.738,80.236,39.73,77.87,81.54,46.16,70.48,54.38,29.61,41.99,6,6,0.625,0.487,0.331,80,38,53,68,23,34,1,1
1,15,Etisalat,UAE,Sri Lanka,3,.,.,.,.,.,.,6.3,1.846,28.842,9.933,1.123,3.4474,.,0.013,20.5244,2.61,19.95,0.13,2,16,1,60.03,42,0,39.508,3.008,20.68,6.05,0.739,318.418,18.333,36.39,39.81,41.27,74.53,49.92,33.2,27.53,30.36,5,4,0.415,0.465,0.485,80,35,10,45,45,15.25,0,1
1,15,Etisalat,UAE,United Arab Emirates,1,1.41,1.18,1,.,.,.,3.8,0,0,0,0,0,0,0,0,2.61,19.95,0.13,2,16,1,60.03,42,0,39.508,5.723,8.08,51.35,0.826,91.703,83.723,39.73,88.24,82.26,51.1,75.79,54.38,29.61,41.99,6,6,0.625,0.487,0.331,80,38,53,68,23,34,0,1
5,16,Expresso,Senegal,Ghana,3,0.61,0.37,0.24,0.24,.,.,10.25,8.391,1.497,1.753,.,1.4711,0.534,0,5.0243,0.01,.,.,1,2,1,60,11,0,1,4.03,19.059,1.36,0.485,83.233,43.929,42.2,51.69,28.37,84.23,52.05,39.84,25.12,32.48,1,2,0.673,0.673,0.799,77,20,46,54,3.53,72.32,1,0
5,16,Expresso,Senegal,Senegal,4,1.91,1.61,1.33,1.19,0.94,.,8.5,0,0,0,0,0,0,0,0,0.01,.,.,1,2,1,60,11,0,1,5.599,9.99,1.73,0.381,51.338,40.345,40.29,47.05,34.16,87.18,53.35,30.73,24.38,27.56,2,3,0.694,0.708,0.15,77,20,46,54,9,78,1,0
4,17,Flow (Liberty Global),Jamaica,Jamaica,2,0.9,0.64,0.63,0.64,0.6,.,8.75,0,0,0,0,0,0,0,0,0.52,.,.,2,5,0,82,14,0,20,10,2.594,7.88,0.68,245.324,51.814,45,73.83,44.44,68.53,61.52,38.89,18.87,28.88,2,3,0.413,0.11,0.616,45,39,68,13,.,.,1,0
4,17,Flow (Liberty Global),Jamaica,Dominica,2,0.86,0.71,0.63,0.56,.,.,10.75,4.626,.,.,.,1.7506,0.586,0.064,.,0.52,.,.,2,5,0,82,14,0,20,10,0.07,5.05,0.695,92.901,65.265,42.1,87.42,42.96,27.72,36.45,34.95,29.64,32.29,1,1,0.2,0,0.463,.,.,.,.,.,.,1,0
4,17,Flow (Liberty Global),Jamaica,Antigua and Barbuda,1,0.96,0.81,.,.,.,.,12.26,3.571,2.473,.,.,1.6704,1.571,0.004,.,0.52,.,.,2,5,0,82,14,0,20,3.805,0.078,14.52,0.773,189.964,32.127,39.73,71.91,56.57,17.88,40.03,38.64,24.49,31.56,2,2,0.164,0.106,0.684,.,.,.,.,.,.,1,0
4,17,Flow (Liberty Global),Jamaica,Barbados,1,0.87,0.73,0.64,.,.,.,11.25,0.125,2.91,.,1.168,2.0056,1.514,0.037,.,0.52,.,.,2,5,0,82,14,0,20,10,0.268,23.08,0.75,627.551,33.83,39.73,48.65,51.91,36.37,46.47,38.64,24.49,31.56,1,1,0.294,0.146,0.683,.,.,.,.,.,.,1,0
4,17,Flow (Liberty Global),Jamaica,Antigua and Barbuda,1,.,.,.,.,.,.,5.05,3.571,3.179,.,.,1.6704,1.055,0.006,.,0.52,.,.,2,5,0,82,14,0,20,3.962,0.087,18.48,0.783,212.684,26.819,39.73,71.91,56.57,17.88,40.03,38.64,24.49,31.56,2,2,0.164,0.106,0.684,.,.,.,.,.,.,0,0
4,17,Flow (Liberty Global),Jamaica,Dominica,2,.,.,.,.,.,.,5.05,4.626,.,.,.,1.7506,0.455,0.014,.,0.52,.,.,2,5,0,82,14,0,20,5.086,0.071,4.94,0.721,94.972,67.799,42.1,71.76,42.69,31.95,38.1,34.95,29.64,32.29,1,1,0.2,0,0.463,.,.,.,.,.,.,0,0
2,18,MegaFon,Russia,Russian Federation,2,0.66,0.52,0.44,0.4,0.35,.,8.25,0,0,0,0,0,0,0,0,0.17,1.05,0.16,1,2,0,56.32,15,1,31,2.03,146.467,8.31,0.72,8.949,73.35,41.54,52.21,69.35,91.71,69.43,40.79,30.91,35.85,6,5,0.245,0.249,0.44,93,39,36,95,81.36,19.87,1,0
1,18,MegaFon,Russia,Tajikistan,3,0.41,0.75,0.65,0.67,0.71,.,5.5,1.12,14.566,9.731,.,3.0911,.,.,25.3069,0.17,1.05,0.16,1,2,0,56.32,15,1,31,8.214,6.238,1.9,0.535,44.414,26.486,32.19,43.66,25.42,37.36,35.19,27.64,23.3,24.5,6,6,0.511,0.547,0.339,.,.,.,.,.,.,1,0
1,18,MegaFon,Russia,Georgia,2,0.81,0.71,0.67,0.63,0.56,.,8.25,9.855,3.441,4.442,1.711,4.2661,2.174,0.16,31,0.17,1.05,0.16,1,2,0,56.32,15,1,31,4.232,4.713,4.31,0.673,77.3,52.638,39.7,63.85,50.83,42.65,53.2,38.54,25.2,31.87,4,4,0.492,0.475,0.654,.,.,.,.,38.29,31.92,1,0
1,18,MegaFon,Russia,Georgia,2,0.92,0.69,0.57,.,.,.,11,9.855,3.441,4.442,1.711,4.2661,2.174,0.16,31,0.17,1.05,0.16,1,2,0,56.32,15,1,31,4.232,4.713,4.31,0.673,77.3,52.638,39.7,63.85,50.83,42.65,53.2,38.54,25.2,31.87,4,4,0.492,0.475,0.654,.,.,.,.,38.29,31.92,1,0
2,18,MegaFon,Russia,Russian Federation,2,2.58,1.62,1.26,.,.,.,2.55,0,0,0,0,0,0,0,0,0.17,1.05,0.16,1,2,0,56.32,15,1,31,2.324,143.654,13.41,0.773,8.719,73.642,39.69,51.67,68.89,92.73,69.35,40.79,30.91,35.85,6,5,0.245,0.249,0.44,93,39,36,95,81.36,19.87,0,0
1,18,MegaFon,Russia,Georgia,2,0.79,0.61,.,.,.,.,3.3,9.855,2.07,2.324,2.569,4.2661,1.928,0.09,28.6,0.17,1.05,0.16,1,2,0,56.32,15,1,31,3.666,4.395,8.88,0.738,69.597,52.723,41.7,76.68,52.88,49.44,60.38,38.54,25.2,31.87,4,4,0.492,0.475,0.654,.,.,.,.,38.29,31.92,0,0
5,19,Moov,Morocco,Benin,4,0.92,.,.,.,.,.,13.5,3.595,6.133,0.033,.,2.6141,1.153,0.003,19.1887,0.77,16.35,0.05,1,2,1,53,20,1,9.219,4.924,7.062,1.34,0.395,60.89,38.333,38.2,30.72,20.98,60.77,35.41,30.28,18.13,24.21,2,2,0.787,0.791,0.554,77,20,46,54,9,78,1,0
5,19,Moov,Morocco,Ivory Coast,3,1.36,1.12,.,.,.,.,12.5,3.668,7.236,0.617,0.642,2.6719,3.875,0.004,18.0665,0.77,16.35,0.05,1,2,1,53,20,1,9.219,4.942,16.276,2.76,0.395,52.473,43.541,41,38,32.84,66.23,43.88,28.01,26.04,27.02,5,4,0.82,0.784,0.755,.,.,.,.,.,.,1,0
4,20,Movistar (Telefónica),Spain,Panama,2,0.94,0.77,0.68,0.62,0.58,.,8.25,7.658,8.769,7.196,1.802,8.1855,0.955,2.606,7.331,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,5.087,3.086,7.12,0.721,40.763,62.198,52.03,80.45,60.63,60.74,67.7,40.73,20.82,30.77,1,2,0.553,0.387,0.334,95,11,44,86,.,.,1,1
4,20,Movistar (Telefónica),Spain,Costa Rica,2,0.94,0.59,0.45,.,.,.,11.25,6.846,10.711,4.058,2.493,8.4564,1.377,2.736,21.3626,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,10,3.972,5.01,0.708,76.879,59.049,50.97,66.21,61.94,59.45,62.77,42.22,33.6,37.91,1,1,0.237,0.049,0.241,35,15,21,86,.,.,1,1
4,20,Movistar (Telefónica),Spain,Ecuador,2,1.15,0.75,0.62,0.53,0.43,.,8.75,7.827,9.068,3.98,2.576,8.7678,3.77,2.736,11.0771,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,5.03,12.657,4.89,0.67,50.848,60.299,54.1,52,45.76,78.24,56.93,32.57,24.94,28.75,3,3,0.655,0.131,0.142,78,8,63,67,.,.,1,1
4,20,Movistar (Telefónica),Spain,Guatemala,3,0.91,0.98,-0.08,-0.16,0.22,.,5,6.846,11.769,2.888,.,8.6044,1.261,2.768,11.077,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,3.444,11.342,5.53,0.546,108.723,45.127,54.9,57.47,43.13,77.7,57.75,33.18,25.49,29.33,4,4,0.512,0.459,0.375,95,6,37,101,.,.,1,1
4,20,Movistar (Telefónica),Spain,Argentina,2,0.42,0.54,0.74,0.76,0.72,.,7,7.89,3.848,2.891,2.94,10.287,14.077,1.738,13.0388,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,2.686,37.088,12.52,0.771,13.541,89.142,45.27,40.84,52.7,92.34,59.42,37.29,33.44,35.36,2,2,0.255,0.062,0.224,49,46,56,86,20.4,61.83,1,1
4,20,Movistar (Telefónica),Spain,Chile,1,1.72,1.25,1.12,0.95,0.84,.,7.5,3.383,7.913,2.241,0.423,10.4165,0.896,2.661,21.3626,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,3.034,15.547,9.46,0.761,20.527,86.073,48.2,83.22,53.95,86.03,73.19,48.09,29.6,38.84,1,1,0.186,0.187,0.384,63,23,28,86,30.98,68,1,1
4,20,Movistar (Telefónica),Spain,Colombia,2,0.29,0.33,0.35,0.36,0.36,.,7.5,7.704,9.859,3.052,0.423,7.867,5.095,2.524,11.143,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,4.93,40.228,7.64,0.653,36.416,72.075,55.9,49.64,46.88,79.63,56.89,38.72,25.92,32.32,3,4,0.601,0.019,0.148,67,13,64,80,13.1,83.04,1,1
4,20,Movistar (Telefónica),Spain,Nicaragua,3,0.96,0.94,0.9,0.85,0.8,.,8.25,4.756,14.455,3.549,.,8.3329,1.755,2.751,21.3626,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,10,5.139,2.06,0.57,41.772,54.737,45.73,59.02,44.98,56.79,53.22,31.13,20.44,25.78,4,3,0.484,0.047,0.429,.,.,.,.,.,.,1,1
4,20,Movistar (Telefónica),Spain,Peru,2,0.94,0.82,0.72,0.65,0.58,.,8.75,7.426,9.359,3.129,2.357,9.2427,1.962,2.738,8.202,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,5.293,26.186,4.98,0.677,20.246,73.042,47.96,74.14,43.41,84.1,65.54,39.06,21.63,30.34,2,3,0.657,0.336,0.199,64,16,42,87,25.19,46.21,1,1
4,20,Movistar (Telefónica),Spain,El Salvador,3,0.89,0.74,0.65,0.59,.,.,10.25,7.741,13.401,3.114,1.58,8.6074,1.265,2.773,11.0822,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,3.583,5.972,5.19,0.615,283.187,58.912,45.93,63.93,52.99,77.57,63.65,34.6,23.67,29.14,2,3,0.198,0,0.356,66,19,40,94,19.65,88.84,1,1
4,20,Movistar (Telefónica),Spain,Uruguay,2,1.55,1.23,1.03,0.87,0.75,.,7,14.121,2.261,2.336,2.004,9.7296,1.936,2.102,8.4824,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,0.00506,3.324,11.43,0.742,18.976,92.028,47,61.9,54.07,80.05,64.01,40.26,29.27,34.76,1,1,0.482,0.304,0.437,61,36,38,99,26,53,1,1
2,20,Movistar (Telefónica),Spain,Spain,1,1.14,1.37,1.19,1,0.84,0.41,4,0,0,0,0,0,0,0,0,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,4.212,40.52,24.95,0.825,81.298,76.262,33.38,80.62,83.4,91.44,84.63,52.43,35.19,43.81,1,1,0.417,0.413,0.451,57,51,42,86,47.61,43.53,1,1
4,20,Movistar (Telefónica),Spain,Venezuela,2,0.93,0.68,0.57,0.48,0.42,.,5.25,8.414,10.138,3.737,3.334,7.0737,4.049,2.102,8.4824,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,4.962,24.639,10.55,0.672,27.763,87.98,52.36,57.05,51,65.41,57.12,29.48,25.35,27.41,5,4,0.497,0.069,0.135,81,12,73,76,15.62,100,1,1
4,20,Movistar (Telefónica),Spain,Mexico,2,0.65,0.62,0.58,0.52,0.46,.,8.25,13.791,9.825,1.84,3.093,9.0397,1.449,2.375,21.3626,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,6.18,104.607,10.34,0.7,52.326,74.722,51.11,59.84,52.78,69.61,59.93,37.47,23.42,30.45,3,3,0.542,0.151,0.18,81,30,69,82,24.18,97.32,1,1
4,20,Movistar (Telefónica),Spain,Nicaragua,3,.,.,.,.,.,.,5.8,4.756,9.298,4.028,.,8.3329,4.88,3.916,22.3645,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,5.548,5.783,2.18,0.614,47.088,56.974,45.73,59.02,44.98,56.79,53.22,31.13,20.44,25.78,4,3,0.484,0.047,0.429,.,.,.,.,.,.,0,1
4,20,Movistar (Telefónica),Spain,Argentina,2,.,.,.,.,.,.,5.3,7.89,2.652,.,12.732,10.287,5.112,2.538,15.6911,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,3.211,40.199,15.27,0.802,14.908,90.795,45.27,40.84,52.7,92.34,59.42,37.29,33.44,35.36,2,2,0.255,0.062,0.224,49,46,56,86,20.4,61.83,0,1
4,20,Movistar (Telefónica),Spain,Chile,1,1.35,.,.,.,.,.,4.05,3.383,4.454,1.9,8.117,10.4165,1.383,2.289,22.3645,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,3.578,17.071,11.83,0.815,22.634,88.375,49,82.08,53.01,88.94,73.24,48.09,29.6,38.84,1,1,0.186,0.187,0.384,63,23,28,86,30.98,68,0,1
4,20,Movistar (Telefónica),Spain,Panama,2,.,.,.,.,.,.,5.3,7.426,6.02,6.449,5.94,8.1855,1.143,3.624,22.3645,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,4.008,3.647,9.14,0.756,48.149,64.828,52.03,80.45,60.63,60.74,67.7,40.73,20.82,30.77,1,2,0.553,0.387,0.334,95,11,44,86,.,.,0,1
4,20,Movistar (Telefónica),Spain,Ecuador,2,.,.,.,.,.,.,5.55,7.827,6.504,2.598,11.508,8.7678,2.605,3.887,15.1386,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,5.637,14.879,6.03,0.703,59.153,62.495,49.3,40.64,45.73,80.64,53.55,32.57,24.94,28.75,3,3,0.655,0.131,0.142,78,8,63,67,.,.,0,1
4,20,Movistar (Telefónica),Spain,Uruguay,2,.,.,.,.,.,.,4.8,14.121,2.071,2.073,6.78,9.7296,0.596,2.808,8.4813,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,0.00455,3.366,12.92,0.777,19.214,94.209,46,67.51,53.97,84.93,67.32,40.26,29.27,34.76,1,1,0.482,0.304,0.437,61,36,38,99,26,53,0,1
4,20,Movistar (Telefónica),Spain,Colombia,2,1.4,.,.,.,.,.,4.05,7.704,7.366,2.351,11.045,7.867,2.008,3.728,22.3645,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,5.267,46.124,11.13,0.695,40.934,74.749,55.9,49.64,46.88,79.63,56.89,38.72,25.92,32.32,3,4,0.601,0.019,0.148,67,13,64,80,13.1,83.04,0,1
4,20,Movistar (Telefónica),Spain,Peru,2,1.02,.,.,.,.,.,4.3,7.426,6.997,2.525,12.468,9.2427,1.697,3.86,22.3645,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,4.731,29.099,6.4,0.708,22.657,76.552,47.96,74.14,43.41,84.1,65.54,39.06,21.63,30.34,2,3,0.657,0.336,0.199,64,16,42,87,25.19,46.21,0,1
4,20,Movistar (Telefónica),Spain,Costa Rica,2,.,.,.,.,.,.,4.8,6.846,7.816,3.428,8.977,8.4564,1.154,3.725,22.3645,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,10,4.636,4.27,0.749,87.902,70.573,50.97,66.21,61.94,59.45,62.77,42.22,33.6,37.91,1,1,0.237,0.049,0.241,35,15,21,86,.,.,0,1
4,20,Movistar (Telefónica),Spain,Venezuela,2,.,.,.,.,.,.,5.3,8.414,6.94,2.269,11.448,7.0737,2.013,3.75,15.6432,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,3.719,28.813,12.03,0.754,32.41,88.728,41.6,39.24,51.97,67.05,51.61,29.48,25.35,27.41,5,4,0.497,0.069,0.135,81,12,73,76,15.62,100,0,1
2,20,Movistar (Telefónica),Spain,Spain,1,0.75,.,.,.,.,.,3.8,0,0,0,0,0,0,0,0,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,3.319,45.968,31.45,0.86,92.975,78.21,35.39,77.1,83.44,96.2,84.71,52.43,35.19,43.81,1,1,0.417,0.413,0.451,57,51,42,86,47.61,43.53,0,1
4,20,Movistar (Telefónica),Spain,Guatemala,3,.,.,.,.,.,.,5.05,6.846,9.527,2.853,.,8.6044,4.491,3.924,22.3645,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,3.799,14.165,6.09,0.602,133.597,48.884,54.9,58.49,43.48,81.94,59.41,33.18,25.49,29.33,4,4,0.512,0.459,0.375,95,6,37,101,.,.,0,1
4,20,Movistar (Telefónica),Spain,Mexico,2,1.39,1.23,.,.,.,.,3.3,13.791,8.146,1.685,12.313,9.0397,2.384,3.373,22.3645,9.67,203.35,0.05,2,14,0,6.7,22,1,38.13,5.529,117.155,11.2,0.739,59.418,77.527,48.23,59.34,53.78,72.02,60.78,37.47,23.42,30.45,3,3,0.542,0.151,0.18,81,30,69,82,24.18,97.32,0,1
5,21,MTN,South Africa,Uganda,4,0.73,0.55,.,.,.,.,12.26,2.765,13.683,0.753,3.866,3.4469,.,0.041,18.9015,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,8.105,24.682,1.09,0.396,120.311,12.082,44.2,48.66,22.76,71.86,45.49,29.86,22.87,26.37,5,4,0.93,0.923,0.633,64,27,41,52,23.68,52.46,1,0
5,21,MTN,South Africa,Nigeria,3,0.64,0.76,0.72,0.72,0.73,.,7.25,0.585,6.482,3.455,7.644,4.6698,0.986,0.04,18.174,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,10,124.441,1.28,0.445,134.339,34.84,42.97,52,19.82,87.95,50.03,27.72,28.58,28.15,4,4,0.851,0.832,0.742,77,20,46,54,12.85,83.93,1,0
5,21,MTN,South Africa,Rwanda,4,0.78,0.61,0.51,0.44,0.39,.,9,20.445,7.653,1.519,.,3.0725,0.701,.,18.9099,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,10,8.578,0.99,0.332,325.322,14.926,51.34,31.31,24.02,67.15,38.5,34.73,17,25.86,6,6,0.324,0,0.507,.,.,.,.,18.39,37.28,1,0
5,21,MTN,South Africa,Ghana,3,0.68,0.98,0.9,0.97,0.78,.,8.5,0.828,5.272,3.752,7.468,4.9748,1.209,0.037,18.1169,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,4.03,19.059,1.36,0.485,83.233,43.929,42.2,51.69,28.37,84.23,52.05,39.84,25.12,32.48,1,2,0.673,0.673,0.799,77,20,46,54,3.53,72.32,1,0
1,21,MTN,South Africa,Afghanistan,4,0.75,0.59,.,.,.,.,12.26,3.047,21.258,12.746,.,8.1459,.,0.047,.,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,10,20.972,0.33,0.34,30.778,21.282,27.8,34.5,16.49,43.73,30.4,23.03,16.25,19.64,6,6,0.769,0.614,0.272,21,55,89,50,36,20,1,0
5,21,MTN,South Africa,Benin,4,0.74,0.62,.,.,.,.,12.26,7.263,12.003,0.234,.,4.8814,0.369,0.04,19.1887,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,4.924,7.062,1.34,0.395,60.89,38.333,38.2,30.72,20.98,60.77,35.41,30.28,18.13,24.21,2,2,0.787,0.791,0.554,77,20,46,54,9,78,1,0
5,21,MTN,South Africa,Ivory Coast,3,1.56,1.05,.,.,.,.,12.26,8.228,3.266,0.499,7.322,5.162,0.476,0.041,18.0665,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,4.942,16.276,2.76,0.395,52.473,43.541,41,38,32.84,66.23,43.88,28.01,26.04,27.02,5,4,0.82,0.784,0.755,.,.,.,.,.,.,1,0
5,21,MTN,South Africa,Sudan,3,0.96,0.8,0.66,0.63,0.6,.,6.25,0.906,10.901,0.27,.,4.9408,2.371,.,18.304,4.69,30.23,0.16,2,21,0,17.23,24,0,34.543,10,28.082,1.55,0.399,14.635,32.495,35.39,42.7,20.76,52.87,37.4,26.06,14.65,20.36,7,7,0.715,0.719,0.431,.,.,.,.,.,.,1,0
