GeoR,Operators,Domicile,Country,EconR,EntryTimes,dev_operator,Admin,Demographics,Geographic,HHI,Pop_mill,GDPcap,HDI,PopDen,Urbanization,GINI,EconGlob,SocialGlob,PoliticalGlob,OverallGlob,GIIInput,GIIOutput,GIIOverall,PR,CL,EthnicFrac,LinguisticFrac,ReligiousFrac,G3
2,Zain,Kuwait,Romania,2,4.25,1,21.818,25.558,2.5753,4.775,22.349,6.15,0.708,97.701,53.004,30.04,59.68,53.14,88.59,65.24,41.8,31.86,36.83,2,2,0.307,0.172,0.237,1
1,Zain,Kuwait,Jordan,2,10.5,1,1.828,17.821,0.9521,6.8,4.801,4.33,0.706,57.832,79.808,36.2,63.85,58.1,80.89,66.42,40.29,32.13,36.21,4,4,0.299,0.295,0.604,1
1,Zain,Kuwait,Bahrain,1,3.25,1,7.329,6.974,0.6126,10,0.683,20.6,0.794,936.076,88.372,39.73,87.09,68.5,39.79,67.19,52.73,22.87,37.8,5,5,0.502,0.434,0.553,1
1,Zain,Kuwait,Saudi Arabia,1,8,1,10.349,22.988,0.5064,10,20.518,19.21,0.742,9.659,79.848,45,62.73,73.58,57.24,65.22,45.94,26.94,36.44,7,6,0.18,0.095,0.127,1
1,Zain,Kuwait,Kuwait,1,4.25,1,0,0,0,5.899,1.943,36.15,0.786,115.081,98.113,39.73,59.96,81.92,55.86,66.94,42.44,30.85,36.64,4,5,0.66,0.344,0.675,1
2,Zain,Kuwait,Portugal,1,4.75,1,6.578,25.737,4.9806,3.602,10.328,19.61,0.782,112.458,54.399,38.9,84.03,84.79,91.82,86.46,50.32,34.47,42.4,1,1,0.047,0.02,0.144,1
1,Zain,Kuwait,Iraq,2,14.26,1,4.872,24.859,0.4237,10,24.159,5.4,0.607,53.88,68.496,28.6,58,26.19,55.39,38.68,33.24,19.04,26.14,6,6,0.369,0.369,0.484,1
1,Zain,Kuwait,Lebanon,2,11.25,1,8.149,16.752,1.0555,5,3.296,7.51,0.733,316.263,86,31.8,65.54,69.53,60.76,65.7,40.88,33.34,37.11,5,4,0.131,0.131,0.789,1
2,3 (CK Hutchison),Hong Kong,United Kingdom,1,4.05,0,6.965,7.351,9.5956,2.249,61.884,32.18,0.895,257.414,81.031,34.67,85.47,87.58,94.95,88.87,63.66,48.27,55.96,1,1,0.121,0.053,0.694,0
1,3 (CK Hutchison),Hong Kong,Indonesia,3,5.8,0,41.872,12.7,3.0996,3.215,239.082,5.19,0.656,132.118,49.124,34.11,59.36,33.54,85.28,56.97,33.57,21.99,27.78,2,3,0.735,0.768,0.234,0
1,3 (CK Hutchison),Hong Kong,Hong Kong,1,2.55,0,0,0,0,2.161,7.028,43.12,0.894,6640.762,100,32.6,54.31,54.09,84.15,62.46,68.57,45.08,56.82,5,5,0.062,0.213,0.419,0
2,3 (CK Hutchison),Hong Kong,Ireland,1,4.3,0,4.415,2.822,9.9822,3.23,4.439,41.62,0.907,65.835,61.569,32.7,93.98,92.4,90.16,92.34,65.53,42.67,54.1,1,1,0.121,0.031,0.155,0
2,3 (CK Hutchison),Hong Kong,Austria,1,3.05,0,2.603,9.592,8.9912,3.177,8.387,36.03,0.872,101.036,65.847,31.5,85.35,91.56,97.08,90.88,59.28,42.21,50.75,1,1,0.107,0.152,0.415,0
2,3 (CK Hutchison),Hong Kong,Sweden,1,2.05,0,21.737,8.685,8.3081,3.218,9.346,32.96,0.895,22.661,84.902,26.61,86.16,86.04,95.12,88.58,64.85,59.4,62.12,1,1,0.06,0.197,0.234,0
2,3 (CK Hutchison),Hong Kong,Italy,1,3.55,0,15.473,11.318,9.2263,2.894,60.365,28.82,0.869,200.909,68.209,33.5,73.18,78.99,98.41,82.28,47.88,33.49,40.69,1,1,0.115,0.115,0.303,0
1,Airtel (Bharti Airtel),India,India,3,4.05,0,0,0,0,1.533,1197.881,3.83,0.569,408.407,30.587,35.15,42.23,29.66,90.67,50.94,36.47,32.56,34.52,2,3,0.418,0.807,0.326,0
5,Airtel (Bharti Airtel),India,Seychelles,1,5.05,0,4.255,4.075,3.597,5.21,0.091,18.19,0.74,189.778,52.041,42.77,78.67,55.2,36.02,58.25,44.45,32.68,38.6,3,3,0.203,0.161,0.232,0
5,Airtel (Bharti Airtel),India,Rwanda,4,5.05,0,24.912,5.21,5.6842,6.305,10.683,1.14,0.454,404.436,22.988,51.34,31.31,24.02,67.15,38.5,34.73,17,25.86,6,6,0.324,0,0.507,0
5,Airtel (Bharti Airtel),India,Gabon,2,6.05,0,4.958,3.868,7.4823,3.882,1.538,7.86,0.66,6.158,85.313,42.2,47.47,40.08,71.03,51.24,41.2,20.54,30.87,6,4,0.786,0.808,0.097,0
1,Axiata,Malaysia,Indonesia,3,5.05,0,41.51,0.442,5.4656,3.215,239.082,5.19,0.656,132.118,49.124,34.11,59.36,33.54,85.28,56.97,33.57,21.99,27.78,2,3,0.735,0.768,0.234,0
1,Axiata,Malaysia,Malaysia,2,3.55,0,0,0,0,3.175,28.033,17.89,0.653,84.022,70.075,46.26,75.09,76.46,83.15,77.82,52.94,35.17,44.05,4,4,0.588,0.597,0.666,0
1,Axiata,Malaysia,Cambodia,3,4.3,0,11.226,2.807,3.0841,2.538,14.255,2.82,0.519,79.822,19.666,34.65,62.29,22.2,57.75,46.24,31.24,19.68,25.46,6,5,0.211,0.21,0.097,0
1,Axiata,Malaysia,Bhutan,3,4.05,0,5.123,1.354,1.6075,6.816,0.711,5.14,0.572,18.744,34.01,38.81,54.2,31.91,21.98,37.08,39.76,23.89,31.8,4,5,0.605,0.606,0.379,0
1,Axiata,Malaysia,Sri Lanka,3,3.3,0,1.864,1.905,1.5104,3.008,20.68,6.05,0.739,318.418,18.333,36.39,39.81,41.27,74.53,49.92,33.2,27.53,30.36,5,4,0.415,0.465,0.485,0
2,Beeline (VimpelCom),Russia,Russian Federation,2,3.8,0,0,0,0,2.324,143.654,13.41,0.773,8.719,73.642,39.69,51.67,68.89,92.73,69.35,40.79,30.91,35.85,6,5,0.245,0.249,0.44,0
1,Beeline (VimpelCom),Russia,Georgia,2,5.3,0,9.855,2.07,8.1078,3.666,4.395,8.88,0.738,69.597,52.723,41.7,76.68,52.88,49.44,60.38,38.54,25.2,31.87,4,4,0.492,0.475,0.654,0
1,Beeline (VimpelCom),Russia,Uzbekistan,3,5.3,0,11.782,6.386,6.4698,3.561,27.581,2.08,0.657,65.274,36.235,35,40.69,38.2,44.04,40.69,33.23,14.65,23.94,7,7,0.413,0.412,0.213,0
1,China Mobile,Hong Kong,Hong Kong,1,2.55,0,0,0,0,2.161,7.028,43.12,0.894,6640.762,100,32.6,54.31,54.09,84.15,62.46,68.57,45.08,56.82,5,5,0.062,0.213,0.419,0
1,China Mobile,Hong Kong,China,2,4.05,0,9.307,6.584,1.6765,5.648,1355.535,2.23,0.691,141.801,47.88,34,49.45,53.36,84.55,60.57,46.08,46.77,46.43,1,1,0.186,0.187,0.384,0
4,Claro (América Móvil),Mexico,Honduras,3,5.3,0,5.118,0.639,1.8568,4.888,7.546,3.69,0.606,71.812,51.07,51.56,65.44,44.58,69.24,58.79,33.08,22.53,27.81,4,4,0.187,0.055,0.236,0
4,Claro (América Móvil),Mexico,Nicaragua,3,5.8,0,4.074,0.213,2.1133,5.548,5.783,2.18,0.614,47.088,56.974,45.73,59.02,44.98,56.79,53.22,31.13,20.44,25.78,4,3,0.484,0.047,0.429,0
4,Claro (América Móvil),Mexico,Argentina,2,5.55,0,5.006,1.904,7.5135,3.211,40.199,15.27,0.802,14.908,90.795,45.27,40.84,52.7,92.34,59.42,37.29,33.44,35.36,2,2,0.255,0.062,0.224,0
4,Claro (América Móvil),Mexico,Chile,1,3.8,0,7.217,1.17,6.7682,3.578,17.071,11.83,0.815,22.634,88.375,49,82.08,53.01,88.94,73.24,48.09,29.6,38.84,1,1,0.186,0.187,0.384,0
4,Claro (América Móvil),Mexico,Panama,2,5.8,0,4.264,0.366,2.8165,4.008,3.647,9.14,0.756,48.149,64.828,52.03,80.45,60.63,60.74,67.7,40.73,20.82,30.77,1,2,0.553,0.387,0.334,0
4,Claro (América Móvil),Mexico,Ecuador,2,6.05,0,3.724,0.264,3.8482,5.637,14.879,6.03,0.703,59.153,62.495,49.3,40.64,45.73,80.64,53.55,32.57,24.94,28.75,3,3,0.655,0.131,0.142,0
4,Claro (América Móvil),Mexico,Dominican Republic,2,3.8,0,12.054,0.389,3.2807,4.205,9.951,9.67,0.697,202.189,72.541,48.9,55.56,53.05,56.88,55,34.6,27.27,30.94,2,2,0.429,0.04,0.312,0
4,Claro (América Móvil),Mexico,Uruguay,2,4.3,0,23.019,4.343,7.9185,0.00455,3.366,12.92,0.777,19.214,94.209,46,67.51,53.97,84.93,67.32,40.26,29.27,34.76,1,1,0.482,0.304,0.437,0
4,Claro (América Móvil),Mexico,Colombia,2,4.3,0,4.371,0.763,3.8592,5.267,46.124,11.13,0.695,40.934,74.749,55.9,49.64,46.88,79.63,56.89,38.72,25.92,32.32,3,4,0.601,0.019,0.148,0
4,Claro (América Móvil),Mexico,Peru,2,4.55,0,4.533,0.292,4.6397,4.731,29.099,6.4,0.708,22.657,76.552,47.96,74.14,43.41,84.1,65.54,39.06,21.63,30.34,2,3,0.657,0.336,0.199,0
4,Claro (América Móvil),Mexico,Costa Rica,2,5.3,0,5.182,0.635,2.4008,10,4.636,4.27,0.749,87.902,70.573,50.97,66.21,61.94,59.45,62.77,42.22,33.6,37.91,1,1,0.237,0.049,0.241,0
2,Deutsche Telekom,Germany,Austria,1,1.05,1,0.939,0.814,0.5157,3.177,8.387,36.03,0.872,101.036,65.847,31.5,85.35,91.56,97.08,90.88,59.28,42.21,50.75,1,1,0.107,0.152,0.415,0
2,Deutsche Telekom,Germany,Netherlands,1,4.05,1,10.955,2.382,0.2794,3.841,16.588,34.39,0.906,490.08,86.242,28.38,91.9,89.43,93.23,91.35,60.42,52.2,56.31,1,1,0.105,0.514,0.722,0
2,Deutsche Telekom,Germany,Czech Republic,1,4.05,1,30.974,4.678,0.4818,3.475,10.52,23.07,0.859,135.197,73.324,26.2,84.31,82.17,86.4,84.1,53.11,41.49,47.3,1,1,0.322,0.323,0.659,0
2,Deutsche Telekom,Germany,Croatia,1,2.3,1,35.458,0.918,0.8089,4.168,4.344,9.67,0.803,79.147,57.287,32.6,71.82,71.2,85.52,75.37,45,30.96,37.98,2,2,0.369,0.076,0.445,0
2,Deutsche Telekom,Germany,Germany,1,1.54,1,0,0,0,2.829,83.1,31.31,0.907,234.94,74.093,31.2,78.65,85.6,91.87,84.86,59.04,50.74,54.89,1,1,0.168,0.164,0.657,0
2,Deutsche Telekom,Germany,Slovakia,1,4.05,1,20.317,8.158,0.7966,4.225,5.429,17.29,0.822,112.007,54.96,26.02,84.04,83.92,83.95,83.97,48.27,29.83,39.05,1,1,0.254,0.255,0.566,0
2,Deutsche Telekom,Germany,Slovakia,1,4.05,1,20.317,8.158,0.7966,4.225,5.429,17.29,0.822,112.007,54.96,26.02,84.04,83.92,83.95,83.97,48.27,29.83,39.05,1,1,0.254,0.255,0.566,0
2,Deutsche Telekom,Germany,Poland,1,4.55,1,9.839,5.777,0.7697,2.886,38.196,14.49,0.822,124.564,61.004,33.58,72.31,78.05,94.16,80.45,46.29,29.74,38.02,1,1,0.118,0.047,0.171,0
3,Digicel,Jamaica,Fiji,2,4.8,0,0.987,6.656,12.4261,7.352,0.857,5.82,0.706,46.632,51.44,42.78,47.59,50.1,66.56,53.75,36.96,18.87,27.92,6,4,0.548,0.548,0.568,0
3,Digicel,Jamaica,Papua New Guinea,3,4.55,0,4.097,4.317,15.0231,5.755,6.782,2.21,0.485,15.341,13.037,41.8,65.34,22.01,58.47,47.45,32.93,26.8,29.87,4,3,0.272,0.353,0.552,0
4,Digicel,Jamaica,Antigua and Barbuda,1,3.05,0,3.571,3.179,1.6704,3.962,0.087,18.48,0.783,212.684,26.819,39.73,71.91,56.57,17.88,40.03,38.64,24.49,31.56,2,2,0.164,0.106,0.684,0
3,Digicel,Jamaica,Vanuatu,3,6.3,0,1.418,3.778,13.2083,5.734,0.234,5.58,0.59,18.932,24.286,37.3,62.95,32.76,27.75,42.1,35.75,34.02,34.89,2,2,0.041,0.579,0.704,0
2,Elisa,Finland,Finland,1,1.05,1,0,0,0,3.31,5.356,32.49,0.874,17.568,83.429,27.5,82,84.19,90.25,85.08,55.61,50.29,57.5,1,1,0.132,0.141,0.253,0
2,Elisa,Finland,Estonia,1,3.55,1,123.458,1.137,0.5566,3.591,1.301,18.88,0.833,31.482,68.223,31.4,86.8,73.23,72.15,77.75,54.86,43.5,49.18,1,1,0.506,0.494,0.499,0
4,Entel,Chile,Chile,1,4.3,0,0,0,0,3.578,17.071,11.83,0.815,22.634,88.375,49,82.08,53.01,88.94,73.24,48.09,29.6,38.84,1,1,0.186,0.187,0.384,0
4,Entel,Chile,Peru,2,5.05,0,3.116,0.703,2.2863,4.731,29.099,6.4,0.708,22.657,76.552,47.96,74.14,43.41,84.1,65.54,39.06,21.63,30.34,2,3,0.657,0.336,0.199,0
4,Entel,Chile,Bolivia,3,3.05,0,2.892,2.667,1.5708,3.444,10.075,3.78,0.643,9.008,65.991,49.7,55.95,34.24,76.98,53.73,30.37,20.51,25.44,3,3,0.74,0.224,0.209,0
1,Etisalat,UAE,Sri Lanka,3,6.3,1,1.846,28.842,3.4474,3.008,20.68,6.05,0.739,318.418,18.333,36.39,39.81,41.27,74.53,49.92,33.2,27.53,30.36,5,4,0.415,0.465,0.485,0
1,Etisalat,UAE,United Arab Emirates,1,3.8,1,0,0,0,5.723,8.08,51.35,0.826,91.703,83.723,39.73,88.24,82.26,51.1,75.79,54.38,29.61,41.99,6,6,0.625,0.487,0.331,0
4,Flow (Liberty Global),Jamaica,Antigua and Barbuda,1,5.05,0,3.571,3.179,1.6704,3.962,0.087,18.48,0.783,212.684,26.819,39.73,71.91,56.57,17.88,40.03,38.64,24.49,31.56,2,2,0.164,0.106,0.684,0
2,MegaFon,Russia,Russian Federation,2,2.55,0,0,0,0,2.324,143.654,13.41,0.773,8.719,73.642,39.69,51.67,68.89,92.73,69.35,40.79,30.91,35.85,6,5,0.245,0.249,0.44,0
1,MegaFon,Russia,Georgia,2,3.3,0,9.855,2.07,4.2661,3.666,4.395,8.88,0.738,69.597,52.723,41.7,76.68,52.88,49.44,60.38,38.54,25.2,31.87,4,4,0.492,0.475,0.654,0
4,Movistar (Telefónica),Spain,Nicaragua,3,5.8,1,4.756,9.298,8.3329,5.548,5.783,2.18,0.614,47.088,56.974,45.73,59.02,44.98,56.79,53.22,31.13,20.44,25.78,4,3,0.484,0.047,0.429,0
4,Movistar (Telefónica),Spain,Argentina,2,5.3,1,7.89,2.652,10.287,3.211,40.199,15.27,0.802,14.908,90.795,45.27,40.84,52.7,92.34,59.42,37.29,33.44,35.36,2,2,0.255,0.062,0.224,0
4,Movistar (Telefónica),Spain,Chile,1,4.05,1,3.383,4.454,10.4165,3.578,17.071,11.83,0.815,22.634,88.375,49,82.08,53.01,88.94,73.24,48.09,29.6,38.84,1,1,0.186,0.187,0.384,0
4,Movistar (Telefónica),Spain,Panama,2,5.3,1,7.426,6.02,8.1855,4.008,3.647,9.14,0.756,48.149,64.828,52.03,80.45,60.63,60.74,67.7,40.73,20.82,30.77,1,2,0.553,0.387,0.334,0
4,Movistar (Telefónica),Spain,Ecuador,2,5.55,1,7.827,6.504,8.7678,5.637,14.879,6.03,0.703,59.153,62.495,49.3,40.64,45.73,80.64,53.55,32.57,24.94,28.75,3,3,0.655,0.131,0.142,0
4,Movistar (Telefónica),Spain,Uruguay,2,4.8,1,14.121,2.071,9.7296,0.00455,3.366,12.92,0.777,19.214,94.209,46,67.51,53.97,84.93,67.32,40.26,29.27,34.76,1,1,0.482,0.304,0.437,0
4,Movistar (Telefónica),Spain,Colombia,2,4.05,1,7.704,7.366,7.867,5.267,46.124,11.13,0.695,40.934,74.749,55.9,49.64,46.88,79.63,56.89,38.72,25.92,32.32,3,4,0.601,0.019,0.148,0
4,Movistar (Telefónica),Spain,Peru,2,4.3,1,7.426,6.997,9.2427,4.731,29.099,6.4,0.708,22.657,76.552,47.96,74.14,43.41,84.1,65.54,39.06,21.63,30.34,2,3,0.657,0.336,0.199,0
4,Movistar (Telefónica),Spain,Costa Rica,2,4.8,1,6.846,7.816,8.4564,10,4.636,4.27,0.749,87.902,70.573,50.97,66.21,61.94,59.45,62.77,42.22,33.6,37.91,1,1,0.237,0.049,0.241,0
4,Movistar (Telefónica),Spain,Venezuela,2,5.3,1,8.414,6.94,7.0737,3.719,28.813,12.03,0.754,32.41,88.728,41.6,39.24,51.97,67.05,51.61,29.48,25.35,27.41,5,4,0.497,0.069,0.135,0
2,Movistar (Telefónica),Spain,Spain,1,3.8,1,0,0,0,3.319,45.968,31.45,0.86,92.975,78.21,35.39,77.1,83.44,96.2,84.71,52.43,35.19,43.81,1,1,0.417,0.413,0.451,0
4,Movistar (Telefónica),Spain,Guatemala,3,5.05,1,6.846,9.527,8.6044,3.799,14.165,6.09,0.602,133.597,48.884,54.9,58.49,43.48,81.94,59.41,33.18,25.49,29.33,4,4,0.512,0.459,0.375,0
4,Movistar (Telefónica),Spain,Mexico,2,3.3,1,13.791,8.146,9.0397,5.529,117.155,11.2,0.739,59.418,77.527,48.23,59.34,53.78,72.02,60.78,37.47,23.42,30.45,3,3,0.542,0.151,0.18,0
5,MTN,South Africa,Rwanda,4,5.05,0,20.445,17.951,3.0725,6.305,10.683,1.14,0.454,404.436,22.988,51.34,31.31,24.02,67.15,38.5,34.73,17,25.86,6,6,0.324,0,0.507,0
1,MTN,South Africa,Iran,2,0.29,0,7.218,15.514,7.4516,4.959,74.003,10.41,0.735,45.242,70.045,42,26.86,34.13,67.14,40.65,33.24,19.04,26.14,6,6,0.668,0.746,0.115,0
5,MTN,South Africa,Cameroon,3,6.05,0,41.958,10.882,4.1032,5.232,20.364,2.6,0.48,41.109,50.928,42.8,40.51,25.92,70.5,43.39,30.59,24.46,27.52,6,6,0.875,0.687,0.664,0
5,MTN,South Africa,Cameroon,3,6.05,0,41.958,10.882,4.1032,5.232,20.364,2.6,0.48,41.109,50.928,42.8,40.51,25.92,70.5,43.39,30.59,24.46,27.52,6,6,0.875,0.687,0.664,0
1,MTN,South Africa,Cyprus,1,5.3,0,2.326,15.369,7.1875,4.023,1.097,5.59,0.853,118.839,67.695,32.1,88.62,92.06,78.61,87.13,52.38,40.52,46.45,1,1,0.094,0.396,0.396,0
5,MTN,South Africa,Uganda,4,3.55,0,2.765,24.5,3.4469,2.909,33.426,1.17,0.473,164.015,14.189,44.2,48.66,22.76,71.86,45.49,29.86,22.87,26.37,5,4,0.93,0.923,0.633,0
5,MTN,South Africa,South Africa,2,3.3,0,0,0,0,4.145,51.171,10.48,0.63,41.428,61.687,63.01,65.17,46.41,85.66,63.89,46.37,24.07,35.22,2,2,0.752,0.865,0.86,0
2,MTS,Russia,Russian Federation,2,2.8,0,0,0,0,2.324,143.654,13.41,0.773,8.719,73.642,39.69,51.67,68.89,92.73,69.35,40.79,30.91,35.85,6,5,0.245,0.249,0.44,0
1,MTS,Russia,Uzbekistan,3,1.29,0,11.782,6.386,3.2439,3.561,27.581,2.08,0.657,65.274,36.235,35,40.69,38.2,44.04,40.69,33.23,14.65,23.94,7,7,0.413,0.412,0.213,0
4,MTS,Russia,Canada,1,4.05,0,7.036,6.099,6.6168,3.043,33.939,36.17,0.898,3.698,80.758,32,77.18,90.21,93.13,86.39,64.41,48.26,56.33,1,1,0.712,0.577,0.696,0
2,MTS,Russia,Belarus,2,6.05,0,10.359,0.256,4.2655,3.906,9.508,22.59,0.78,46.873,74.172,27.7,43.82,60.56,46.36,50.7,37.72,28.13,32.93,7,6,0.322,0.467,0.612,0
2,O2,Spain,United Kingdom,1,3.8,1,6.089,0.15,1.5658,2.249,61.884,32.18,0.895,257.414,81.031,34.67,85.47,87.58,94.95,88.87,63.66,48.27,55.96,1,1,0.121,0.053,0.694,0
2,O2,Spain,Czech Republic,1,2.8,1,20.514,1.399,1.8737,3.475,10.52,23.07,0.859,135.197,73.324,26.2,84.31,82.17,86.4,84.1,53.11,41.49,47.3,1,1,0.322,0.323,0.659,0
2,O2,Spain,Germany,1,2.3,1,11.92,2.127,1.5854,2.829,83.1,31.31,0.907,234.94,74.093,31.2,78.65,85.6,91.87,84.86,59.04,50.74,54.89,1,1,0.168,0.164,0.657,0
2,O2,Spain,Slovakia,1,2.8,1,10.369,3.939,2.0936,4.225,5.429,17.29,0.822,112.007,54.96,26.02,84.04,83.92,83.95,83.97,48.27,29.83,39.05,1,1,0.254,0.255,0.566,0
2,O2,Spain,Slovakia,1,2.8,1,10.369,3.939,2.0936,4.225,5.429,17.29,0.822,112.007,54.96,26.02,84.04,83.92,83.95,83.97,48.27,29.83,39.05,1,1,0.254,0.255,0.566,0
1,Ooredoo,Qatar,Kuwait,1,3.8,1,4.337,5.024,0.7022,3.877,2.921,42.07,0.79,158.19,98.248,39.73,68.36,81.87,59.79,70.99,42.44,30.85,36.64,4,5,0.66,0.344,0.675,0
1,Ooredoo,Qatar,Qatar,1,3.55,1,0,0,0,7.549,1.657,88.29,0.825,137.018,98.47,41.1,80.42,65.42,71.27,72.36,51.71,43.77,47.74,6,5,0.746,0.48,0.095,0
1,Ooredoo,Qatar,Oman,1,3.3,1,7.363,11.916,0.7724,5.02,2.733,24.7,0.797,9.315,74.624,39.73,76.05,58.81,43.36,60.67,46.23,24.79,35.51,6,5,0.437,0.357,0.432,0
4,Orange,France,Dominican Republic,2,4.05,1,9.23,5.97,7.1852,4.205,9.951,9.67,0.697,202.189,72.541,48.9,55.56,53.05,56.88,55,34.6,27.27,30.94,2,2,0.429,0.04,0.312,0
2,Orange,France,Slovakia,1,4.8,1,17.882,1.802,0.9892,4.225,5.429,17.29,0.822,112.007,54.96,26.02,84.04,83.92,83.95,83.97,48.27,29.83,39.05,1,1,0.254,0.255,0.566,0
2,Orange,France,Poland,1,3.8,1,8.289,4.68,1.4692,2.886,38.196,14.49,0.822,124.564,61.004,33.58,72.31,78.05,94.16,80.45,46.29,29.74,38.02,1,1,0.118,0.047,0.171,0
2,Orange,France,Spain,1,3.8,1,3.385,0.545,0.827,3.319,45.968,31.45,0.86,92.975,78.21,35.39,77.1,83.44,96.2,84.71,52.43,35.19,43.81,1,1,0.417,0.413,0.451,0
5,Orange,France,Cameroon,3,6.05,1,36.37,10.316,4.5563,5.232,20.364,2.6,0.48,41.109,50.928,42.8,40.51,25.92,70.5,43.39,30.59,24.46,27.52,6,6,0.875,0.687,0.664,0
5,Orange,France,Cameroon,3,6.05,1,36.37,10.316,4.5563,5.232,20.364,2.6,0.48,41.109,50.928,42.8,40.51,25.92,70.5,43.39,30.59,24.46,27.52,6,6,0.875,0.687,0.664,0
5,Orange,France,Guinea-Bissau,4,6.05,1,16.398,11.355,4.1116,5.317,1.569,1.23,0.405,53.963,44.342,50.66,26.42,24.17,41.76,29.82,25.14,15.35,20.25,4,4,0.757,0.773,0.34,0
2,Orange,France,Belgium,1,4.3,1,3.649,0.239,0.558,3.411,10.902,33.8,0.878,356.555,97.594,28.5,90.08,90.15,97.67,92.2,58.44,39.66,49.05,1,1,0.555,0.541,0.213,0
2,Orange,France,Romania,2,3.05,1,27.39,4.991,1.7725,3.058,21.887,9.31,0.797,88.531,53.698,28.2,66.77,69.84,90.33,74.4,41.8,31.86,36.83,2,2,0.307,0.172,0.237,0
5,Orange,France,Botswana,2,5.3,1,13.564,37.268,7.8899,4.289,1.961,9.4,0.669,3.494,56.004,60.46,64.49,40.6,55.79,53.27,42.1,20.65,30.51,3,2,0.41,0.411,0.599,0
1,Orange,France,Jordan,2,5.55,1,5.829,8.488,3.364,3.377,6.318,5.16,0.739,76.832,82.22,33.8,65.8,61.43,85.8,69.7,40.29,32.13,36.21,4,4,0.299,0.295,0.604,0
2,Orange,France,Moldova,3,3.05,1,18.68,11.422,2.0618,4.497,3.589,3.49,0.664,124.12,44.936,32.91,62.89,57.45,67.25,62.08,38.4,38.92,38.66,3,3,0.554,0.553,0.56,0
2,Orange,France,Luxembourg,1,3.05,1,2.755,1.102,0.5205,4.09,0.503,77.78,0.884,192.194,88.178,31.53,93.92,81.74,79.44,85.43,63.93,41.37,52.65,1,1,0.53,0.644,0.091,0
2,Orange,France,France,1,3.3,1,0,0,0,3.79,63.06,29.63,0.879,118.174,78.106,29.9,78.57,87.56,97.96,87.23,55.61,42.9,49.25,1,1,0.103,0.122,0.403,0
4,Personal (Telecom Argentina),Argentina,Argentina,2,5.05,0,0,0,0,3.211,40.199,15.27,0.802,14.908,90.795,45.27,40.84,52.7,92.34,59.42,37.29,33.44,35.36,2,2,0.255,0.062,0.224,0
4,Personal (Telecom Argentina),Argentina,Paraguay,2,6.05,0,3.201,1.388,1.3573,4.178,6.404,4.71,0.664,15.424,58.26,49.67,57.83,45.82,76.18,58.45,34.45,27.9,31.17,3,3,0.169,0.598,0.212,0
1,STC,Saudi Arabia,Kuwait,1,2.05,1,10.349,6.262,0.5064,3.877,2.921,42.07,0.79,158.19,98.248,39.73,68.36,81.87,59.79,70.99,42.44,30.85,36.64,4,5,0.66,0.344,0.675,0
1,STC,Saudi Arabia,Bahrain,1,4.3,1,6.154,9.458,0.5686,5.058,1.222,26.31,0.81,1559.249,88.5,39.73,87.55,65.76,45.71,67.97,52.73,22.87,37.8,5,5,0.502,0.434,0.553,0
2,Swisscom,Switzerland,Switzerland,1,3.05,1,0,0,0,4.566,7.787,37.3,0.92,195.967,73.625,32.96,82.69,92.08,92.91,88.97,66.07,58.2,63.82,1,1,0.06,0.197,0.234,0
2,Tele2,Sweden,Sweden,1,1.05,1,0,0,0,3.218,9.346,32.96,0.895,22.661,84.902,26.61,86.16,86.04,95.12,88.58,64.85,59.4,62.12,1,1,0.06,0.197,0.234,0
2,Tele2,Sweden,Russian Federation,2,4.55,1,26.045,10.076,4.2604,2.324,143.654,13.41,0.773,8.719,73.642,39.69,51.67,68.89,92.73,69.35,40.79,30.91,35.85,6,5,0.245,0.249,0.44,0
2,Tele2,Sweden,Netherlands,1,5.3,1,14.605,1.063,1.1927,3.841,16.588,34.39,0.906,490.08,86.242,28.38,91.9,89.43,93.23,91.35,60.42,52.2,56.31,1,1,0.105,0.514,0.722,0
2,Tele2,Sweden,Croatia,1,6.3,1,41.678,1.939,1.8743,4.168,4.344,9.67,0.803,79.147,57.287,32.6,71.82,71.2,85.52,75.37,45,30.96,37.98,2,2,0.369,0.076,0.445,0
2,Tele2,Sweden,Estonia,1,3.3,1,26.977,2.013,0.6881,3.591,1.301,18.88,0.833,31.482,68.223,31.4,86.8,73.23,72.15,77.75,54.86,43.5,49.18,1,1,0.506,0.494,0.499,0
2,Tele2,Sweden,Lithuania,1,3.3,1,25.704,4.056,0.8425,3.546,3.085,14.56,0.824,50.465,66.842,37.38,67,65.67,74.31,68.52,47.46,29.52,38.49,1,1,0.322,0.322,0.414,0
2,Tele2,Sweden,Latvia,1,4.3,1,70.457,3.754,0.7916,4.034,2.101,14.92,0.815,34.443,67.764,36,67.42,70.24,56.87,65.55,47.46,32.14,39.8,1,1,0.587,0.58,0.556,0
1,Tele2,Sweden,Kazakhstan,2,6.3,1,29.914,10.168,3.5965,4.165,15.832,15.06,0.763,5.961,53.908,28.8,64.25,42.82,65.7,56.74,39.86,20.77,30.32,6,5,0.617,0.662,0.59,0
2,Telekom Austria,Austria,Austria,1,1.05,1,0,0,0,3.177,8.387,36.03,0.872,101.036,65.847,31.5,85.35,91.56,97.08,90.88,59.28,42.21,50.75,1,1,0.107,0.152,0.415,0
